GoodForMeal,BusinessAcceptsCreditCards,Caters,BikeParking,WiFi,NoiseLevel,Ambience,HasTV,Alcohol,BusinessParking,OutdoorSeating,RestaurantsTakeOut,RestaurantsAttire,RestaurantsDelivery,RestaurantsReservations,GoodForKids,RestaurantsPriceRange2,RestaurantsGoodForGroups,business_id,stars
"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",True,False,True,'free',average,"{'romantic': False, 'intimate': False, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",False,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",False,True,'dressy',False,True,False,4,True,JUsoi01cvy1Buuf7-Z9RHA,3.5
"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",True,False,True,'free',average,"{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",True,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,True,'casual',False,True,True,2,True,_lx0ha2fTaZlbfE_8Y1PIQ,2.5
"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",True,True,True,'free',average,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,'casual',False,True,False,2,True,17NXjXmC7XAj0xcm2Zy7eQ,4.0
"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",True,False,False,'no',quite,"{'touristy': False, 'hipster': False, 'romantic': True, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",False,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",False,False,'dressy',False,True,False,3,True,UByM7N0mF-ylIGUuIWHCtA,4.0
"{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",True,False,False,'no',average,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}",True,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",False,True,'casual',False,True,True,2,True,LBAkHJJfCoDj9aa5sc0Mxw,2.5
"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",True,False,True,'free',average,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",True,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",False,True,'casual',True,True,False,2,True,MjWwjPErWyFU9nv6NQKYgA,4.0
"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",True,False,True,'free',average,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",False,False,'casual',False,True,True,2,True,UHAmYeo4aPzlNHbf_fqdUA,2.5
"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",True,False,False,'no',average,"{'romantic': False, 'intimate': False, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': True, 'casual': False}",False,full_bar,"{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': True}",False,False,'dressy',False,True,False,4,True,WEoivlVObGE03PiWvVvXYA,2.5
"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",True,False,True,'no',quite,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,True,'casual',False,True,True,2,True,cqUky5KFtMlqKaAUYiOnLA,4.5
"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",True,False,False,'no',average,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",False,True,'casual',False,False,True,2,True,X7M-9RcELeAk2sbJhwtgsw,3.5
"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",True,False,False,'no',average,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",True,beer_and_wine,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",False,True,'casual',False,False,True,1,True,UVBF8lak7rAO2r8nam9MOA,3.0
"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",True,False,True,'free',average,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': False}",True,full_bar,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': True}",True,True,'casual',True,True,False,3,True,8ELdE4e05KUeB10ceSQk3A,2.0
"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",True,True,True,'free',average,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': False}",True,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",False,True,'casual',False,False,True,2,True,bjSC_jbrypke0l-bXXBmwQ,4.5
"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",True,False,True,'free',average,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",True,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",False,True,'casual',False,False,True,2,True,mJbrw3Y3NOjCKj2I5t8YsA,2.5
"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",True,False,False,'no',average,"{'touristy': False, 'hipster': False, 'romantic': True, 'divey': False, 'intimate': True, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",False,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': True}",True,False,'casual',False,True,False,3,True,DwV9lb-2ErTMER4BQWG0xw,3.5
"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",True,False,True,'no',average,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,beer_and_wine,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",False,True,'casual',False,False,True,2,True,Csj88GuxCXO-24VQraitHQ,2.5
"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",True,False,True,'no',average,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",False,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,'casual',False,True,True,3,True,ZspvlO5Dvtd517YhVLJJ_A,2.5
"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",True,False,True,'no',quite,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,'casual',False,True,True,2,True,NXERVbjRdwe0Deg4d_fVlA,2.0
"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",True,False,True,'no',average,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",False,True,'casual',False,True,True,2,True,6Iu4YDjAPrDRRrPCt_E2zA,4.0
"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",True,True,True,'free',average,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': True}",True,True,'casual',False,True,True,2,True,Zd1Z8Q8uKdmQyjPEzSjS7Q,4.0
"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",True,False,True,'free',average,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",False,False,'casual',False,True,False,3,True,D1BrHyiZON7u_ef-qt4_Uw,3.5
"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",True,False,False,'free',quite,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",False,False,'dressy',False,True,False,3,True,o5upj5fD-H5VVOfZ7N9nXA,4.0
"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",True,False,True,'free',average,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,'casual',False,True,True,3,True,bFFqpUl8Ix7CYPem9CxpFg,2.5
"{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",True,True,True,'free',average,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}",False,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,'casual',False,True,True,3,True,eWer42jEQGG1o8mNQUk4Kg,3.0
"{'dessert': True, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",True,False,False,'no',loud,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",False,True,'casual',False,False,True,2,True,npWIa3dIPEV1MTaZNq6AUA,4.0
"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",True,False,False,'no',average,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}",True,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,'casual',False,False,True,2,True,Nuoz5WCoYteSmFob-ILDHw,3.5
"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",True,False,False,'free',quite,"{'touristy': False, 'hipster': False, 'romantic': True, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': True, 'classy': True, 'casual': False}",False,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}",False,False,'dressy',False,True,False,4,True,MbokqAXTncgPTeLBkFV4xw,4.0
"{'dessert': True, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",True,True,True,'free',average,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,full_bar,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",True,True,'casual',False,True,True,2,True,s0bnt-Za1jJq1PXbX2YBbw,2.5
"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",True,True,True,'no',average,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,full_bar,"{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}",False,True,'dressy',False,True,False,3,True,v5zzCmCf1L4Utjit12EMuQ,4.0
"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",True,False,True,'free',average,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",False,True,'casual',False,True,True,2,True,c3FFDloejdmsPZti7wjR0g,3.0
"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",True,False,False,'free',average,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,'casual',False,True,True,2,True,yT-ASP05C0yQ0hJBaYCYcg,3.0
"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",True,True,True,'no',quite,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",False,full_bar,"{'garage': True, 'street': False, 'validated': True, 'lot': False, 'valet': False}",False,True,'casual',False,True,False,3,True,vLkKorA1gPS97Zj0_WKA0Q,4.5
"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",True,True,False,'no',average,"{'romantic': False, 'intimate': False, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,full_bar,"{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': True}",False,True,'casual',False,True,False,3,True,MIWWPt3ObGwV7Ii8hR9-NA,4.0
"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",True,True,True,'free',quite,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",False,True,'casual',True,True,False,2,True,jWlErd3TOkO4C0MgP8eDvw,3.5
"{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",True,True,True,'free',quite,"{'touristy': False, 'hipster': False, 'romantic': True, 'divey': False, 'intimate': True, 'trendy': False, 'upscale': True, 'classy': True, 'casual': True}",True,full_bar,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,True,'dressy',False,True,False,2,True,kwpeH_YdxHcv2au4RiXgXA,3.0
"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",True,False,False,'paid',quite,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",False,True,'casual',False,True,True,3,True,2-oRSl5IMsi-9e5miXN0uA,3.0
"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",True,False,True,'no',average,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,'casual',False,True,True,2,True,41Kbugm-qmIQTt7unkALYQ,4.0
"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",True,False,True,'free',average,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",True,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",False,True,'casual',False,False,True,2,True,0YG_kM5caZhtwd6nbnei6A,4.0
"{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",True,False,True,'no',average,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': False}",True,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,'casual',False,True,True,2,True,R8rHgb6F4wfqjV0dI1T_lg,3.5
"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",True,True,True,'free',average,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,full_bar,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,True,'casual',False,False,True,2,True,LXKvgY1vqtMvKj8DvCpkzw,4.5
"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",True,False,True,'no',average,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",False,full_bar,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",False,True,'dressy',False,True,False,3,True,nh1StiltxvClOOkaSLuOEg,3.0
"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",True,False,True,'free',quite,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,True,'casual',False,True,True,2,True,m7Pr86BWoqbSsLo4e0TERw,3.0
"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",True,False,True,'no',average,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",True,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,'casual',False,True,False,3,True,v1CscQ5oHCRGVyaIcWPf0A,2.5
"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",True,True,True,'no',loud,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",False,True,'casual',False,False,True,2,True,XqnU7v40rpT-4O9b3deCag,3.5
"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",True,False,True,'free',average,"{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",True,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",False,True,'casual',False,True,True,2,True,mkAb0midYXqRLFJI1CHLWA,4.0
"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",True,False,False,'free',average,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",True,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",False,True,'casual',False,True,False,3,True,aAeRmk_Z-wxHnhur4wD2Sw,4.5
"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",True,False,True,'no',average,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",True,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",False,False,'casual',False,True,True,3,True,uWL8onvbR7WFJU7BGZ1a2A,1.5
"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",True,False,True,'no',average,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",False,True,'casual',False,True,True,2,True,jikNKow2DF2M5QtEWgqHWw,3.5
"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",True,False,True,'free',average,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",False,False,'casual',False,True,False,2,True,_B3jnaQVtDXqydea1y92fQ,3.5
"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",True,True,True,'free',average,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",False,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",False,True,'casual',True,False,True,1,True,UhHuqyWJ5YP9CC8Y-m808g,5.0
"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",True,False,True,'free',average,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,'casual',False,True,True,2,True,jZ8ogksrNzUmREJggc1YOQ,4.0
"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",True,False,False,'no',average,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",False,True,'casual',False,False,True,2,True,PXWXarF6TBRSUzufpn_jzQ,3.5
"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",True,False,True,'no',average,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",False,True,'casual',True,True,True,3,True,Z7nGSKvjmHNRkXtoMxA3Jw,3.0
"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",True,False,True,'free',average,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",False,True,'casual',True,True,False,2,False,eZ5xctlNwdArV15j6swBYQ,2.5
"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",True,False,True,'no',average,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",False,True,'casual',False,True,True,2,True,64kpo_0UjVcy0x1o4CgyXQ,2.5
"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",True,False,False,'free',average,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': True, 'classy': True, 'casual': False}",False,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}",False,False,'dressy',False,True,False,3,True,A712ksCSeX0StSy-8_tr3Q,3.0
"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",True,False,True,'free',average,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",False,True,'casual',False,True,True,2,True,1J7B86tBk2nIzWMoGFSq0w,2.5
"{'dessert': True, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",True,True,True,'free',average,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,True,'casual',False,True,True,2,True,SXJEPy7Sye3wCsfxOxANuQ,4.0
"{'dessert': True, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",True,False,False,'free',average,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': True}",False,True,'casual',False,True,True,2,True,y8ffA7f2gIb4pnxgfljT5Q,4.5
"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",True,False,False,'no',average,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': True, 'trendy': False, 'upscale': True, 'classy': False, 'casual': False}",False,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}",False,False,'dressy',False,True,False,3,True,xLM26ItewI_hMGpMXTjn1g,3.0
"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",True,False,True,'free',average,"{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",True,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,False,'casual',False,True,False,2,True,ndzT1maiVwpz-7VFFzAb5Q,4.5
"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",True,True,True,'free',average,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,'casual',False,True,True,2,True,QOpqW59hjLgldkzBwIlOIg,3.5
