business_id,service,drink,time,price,food
"Shogun Japanese Steak House (34302 Euclid Ave, Unit 1)",4.666666667,0,3.9375,3.75,4.142857143
Papa Luigi (155 Rue Principale),3.6,0,0,4.5,3
Henry Wahner's Restaurant & Lounge (1609 E Main St),3.375,3,3.25,3.090909091,4.089285714
Buchanan's Chop House Whisky Bar (738 - 3 Avenue SW),3.428571429,2.928571429,3.772727273,4,3.59375
Bourbon Steak (7575 East Princess Drive),3.86969697,3.518181818,3.353932584,2.93442623,3.926470588
Applebee's Grill + Bar (4710 E Towne Blvd),2.5,2.357142857,2.269230769,1.666666667,2.454545455
Oak Steakhouse Charlotte (4777 Sharon Rd),4.4609375,3.80952381,3.206896552,2.911764706,3.782608696
The Keg Steakhouse + Bar - Richmond Hill (162 York Blvd.),3.845679012,4.210526316,3.382352941,3.65,3.9
Orange Sky (9800 E Talking Stick Way),4.209854015,3.855263158,3.978527607,3.091463415,4.265927978
"Monstah Lobstah (9310 Eastern Ave, Ste 124)",2.714285714,2.416666667,3.285714286,3.071428571,3
Capitol ChopHouse (10 E Wilson),2.919354839,3.35,2.911764706,2.326086957,3.051724138
Golden Corral Family Steak House (7701 N Tryon St),2.642857143,2.2,3,3,2.733333333
"Fogo de Chão Brazilian Steakhouse (10975 Oval Park Dr, Ste D201)",4.285714286,3.689189189,4.118556701,3.293103448,4.22826087
AquaKnox (3355 Las Vegas Blvd),4.222408027,4.269736842,4.012096774,3,4.314393939
The Church Public Inn (17219 Highway 50),0,5,3,0,4.375
Samba (3400 Las Vegas Blvd S),2.633928571,2.567307692,2.994318182,2.79245283,3.256666667
Maria's Family Restaurant (22578 Lake Shore Blvd),2,0,4,3.5,3
Osaka P83 (16049B N Arrowhead Fountains Ctr Dr),3.428571429,3.454545455,3.019230769,3.616666667,3.768656716
John Q's Steakhouse (55 Public Sq),3.708333333,3.333333333,3.125,2.5625,3.5
"The Toston (35 Karachi Drive, Unit 39)",5,0,0,0,4
Outback Steakhouse (8595 Market St),1.975,2.409090909,2.238095238,2.166666667,2.208333333
Wagon Wheel (36457 N Cave Creek Rd),3.888888889,4.5,3.4,3.842105263,4
Wildfire Steakhouse & Wine Bar (3438 Yonge Street),2.783950617,2.941176471,3.323529412,2.515151515,3.161971831
Airport Gate Steak and Grill (6575 Airport Road),0,0,0,1.5,2.5
Lone Star Steakhouse (24941 Country Club Blvd),2.1875,2,2.3125,1.1,2.071428571
Girves Brown Derby (9230 State Rt 14),4.189189189,3.125,2.558823529,3.5,3.5
SouthPark Grill (4300 Congress St),4.08,2.944444444,3.346153846,2.083333333,3.613636364
Delmonico's Steakhouse (6001 Quarry Ln),4.142857143,4.071428571,3.585365854,3.5,4.094339623
Yard House (11011 W Charleston Blvd),3.243559719,4.057768924,4.010638298,3.362831858,4.013559322
The Keg Steakhouse & Bar (3300 Rutherford Road),3.947368421,2.923076923,3.791666667,3.6,4.014705882
"Morton's The Steakhouse (4 Avenue Road, Prince Arthur)",4.146551724,3.9,3.333333333,2.826923077,3.9
George's Chop House (1109 Fourier Dr),2,0,0,0,2
Cioppino Restaurant & Cigar Bar (2350 Railroad St),4.298701299,3.970588235,4.350877193,3.076923077,4.176767677
LongHorn Steakhouse (16641 Statesville Rd),4.15625,3,3.428571429,3.166666667,3.083333333
"Simon Kitchen and Bar (Hard Rock Hotel and Casino, 4455 Paradise Rd)",4.25,4.5,4,3.75,3.642857143
Biagio Ristorante (155 King St E),4.111111111,5,3.25,4,4.421052632
LongHorn Steakhouse (45 Montrose West Ave),2.5,3.125,3,3,3.666666667
Santa Fe Station Hotel & Casino (4949 N Rancho Dr),2.660714286,3.314285714,2.575949367,2.75,3.277173913
Outback Steakhouse (1734 E Southern Ave),3.160714286,3.34,2.754098361,2.642857143,3.692307692
LongHorn Steakhouse (418 S Gammon Rd),3.192307692,3.6875,3.55,3.363636364,3.388888889
Outback Steakhouse (16400 Northcross Dr),2.69047619,3.055555556,3,2.153846154,2.5625
Bâton Rouge Steakhouse & Bar (3035 Boulevard le Carrefour),4.34375,3.4,3.357142857,2.4,3.454545455
"Homesteads Grill and Taphouse (751 Hwy 16 N, Ste K)",2.159090909,2.75,2.363636364,2.1,2.934782609
Cork's and Stubby's (209 S Main St),3.111111111,3.1,2.0625,2.833333333,2.842105263
Pearl Diver (100 Adelaide Street E),4.355450237,4.08974359,4.387323944,3.614942529,4.282926829
Bardi's Steak House (56 York St),2.933333333,4.5,3.333333333,2.625,3.5
Applebee's Grill + Bar (9616 E Independence Blvd),2.571428571,1.7,2.666666667,3.166666667,1.904761905
B & M Restaurant (120 Rue Saint-Viateur O),3.5,0,3.3125,3.785714286,4.157894737
Austin's Smokin' Steakhouse (6535 Wilson Mills Rd),3,1.625,2.666666667,2.333333333,2.56
Maggie Oakes (426 Place Jacques Cartier),3.127272727,3.75,3.857142857,3.107142857,3.170212766
Yellowtail Sushi & Steak (18255 N 83rd Ave),3.548192771,4.078947368,3.922413793,3.558823529,3.954545455
Baxter's American Grille (100 Trade Centre Dr),4.54,3.85,4.136363636,3.625,4.395833333
The  Landmark Grill (Plaza Hotel),2.166666667,3,2.75,2.5,2.55
Ruth's Chris Steak House (2137 Deming Way),3.160714286,2.333333333,3.52173913,2.484375,3.435185185
3 Margaritas (5171 W Bell Rd),2.5,5,2.7,0,3.611111111
Caffe Siena (230 N College St),4.0125,3.6,3.642857143,3.647058824,3.85106383
Ric's Grill (6620 36 Street NE),2,2,0,2,2
Outback Steakhouse (8405 Ikea Blvd),3.08,3.55,3.03125,2.666666667,2.806122449
Montana's BBQ & Bar (3255 Rutherford Rd),2.269230769,2.1,2.208333333,1,3
Halo Restaurant & Lounge (13226 MacLeod Trail SE),4.178571429,3.083333333,3.818181818,3.25,3.818181818
DC Steak House (98 S San Marcos),3.469230769,3.550847458,3.665322581,2.841463415,3.666666667
Prankster's Too (7919 E Thomas Rd),3.161764706,3.680555556,3.104651163,3.053571429,3.25
Outback Steakhouse (1400 Market Place Blvd),4.03125,3,4.5,4,4.46875
Ah-So (6033 W Bell Rd),4.15,3.861111111,3.915254237,3.666666667,4.121212121
Texas Roadhouse (5086 South Power Rd),3.50617284,2.58,3.253731343,3.555555556,3.947368421
Vargas (690 Boulevard René Levesque O),3.375,2.9,3.5,3.4,3.677419355
Brooklin Pour House (1 Way Street),2.333333333,1,1,1.25,1.75
Fogo de Chão Brazilian Steakhouse (525 Smithfield St),3.72972973,3.304347826,3.954545455,2.5625,4.279411765
Texas Roadhouse (15255 West Mcdowell Rd),3.982142857,2.961538462,3.373626374,3.205882353,3.71875
Boston Steak House (4443 Sheppard Avenue E),1.555555556,1.928571429,2.55,1.5625,2.133333333
"Moxie's Grill & Bar (4950 Yonge St, Unit 105)",2.466666667,2.763157895,2.270833333,2.222222222,3
Harold's Corral (6895 E Cave Creek Rd),3.564285714,3.227848101,3.402777778,3.012820513,3.666666667
The Keg Steakhouse & Bar (70 Gillingham Dr),3.625,3.666666667,3.222222222,3.1875,3.807692308
The Mission at Minder Binder (715 S Mcclintock Dr),3.539473684,3,4.027272727,3.423076923,3.255681818
Bâton Rouge Steakhouse & Bar (2005 Winston Park Drive),3.617647059,4.625,3.791666667,1.5,3.526315789
Central Grille (8525 N Central Ave),3.333333333,4,3.666666667,2.5,2.6
Square 22 Restaurant and Bar (13485 Pearl Rd),3.8625,3.870967742,3.826923077,2.82,3.20212766
Moxie's Grill & Bar (2959 Argentia Road),3.333333333,4,3.681818182,3.5,3.983870968
Bella Vista (1204 Grandview Ave),3.431034483,2.5,2.815789474,1.916666667,3.428571429
Black Ox Bistro (1780 Markham Road),3.698275862,3.671875,2.954545455,2.840909091,3.294871795
Sonoma Cellar (1301 W Sunset Rd),4.077380952,3.904761905,3.673913043,3.140625,3.988235294
Goen Yakiniku (328 Highway 7 E),4,0,3,2.833333333,2.9375
Steak ’n Shake (9700 S South Blvd),2.5,3.071428571,2.59375,3.35,3.226190476
Moxie's Grill & Bar (120 Stewart Green SW),3.875,2.5,2.9,0,3.136363636
The Keg Steakhouse + Bar - Estate Drive (60 Estate Drive),4.208333333,4.3125,3.277777778,3.045454545,3.813953488
Ditka's (1 Robinson Plz),3.902777778,3.196428571,3.298245614,3.023255814,4.025510204
Ferris Steak House (8700 Detroit Ave),3.125,4.125,3,1.5,4
"Philly Steak and Pizza Express (9400 S Eastern Ave, Unit 106A)",1.75,2.5,2,2,0
Samurai Sushi and Steakhouse (16670 Royalton Rd),2.988095238,2.9375,3.214285714,3.529411765,3.78358209
Applebee's Grill + Bar (909 E Broadway),2.387931034,2.459459459,2.094594595,2.227272727,2.25
Steak Frites (95 Boulevard de Mortagne),4,0,5,0,3.166666667
Old Homestead Steakhouse (3570 Las Vegas Blvd S),4.173758865,3.905405405,4.041958042,2.755102041,4.033482143
Burger de Ville (59 Westminster Nord),3.09375,3.833333333,2.96875,3.25,3.5625
Charleston's (1623 S Stapley Dr),4.180232558,4.151785714,3.831632653,3.155555556,4.266666667
Old Stone Steakhouse (23 S Main St),3.793478261,3.633333333,3.541666667,2.944444444,3.212121212
Moxie's Grill & Bar (888 7 Ave SW),3.229166667,3.954545455,4,2.944444444,3
Brown Derby (5370 Mayfield Rd),3.681818182,2.7,2.333333333,3.3125,3.657894737
LongHorn Steakhouse (14127 W Bell Rd),3.103773585,3.402173913,3.488095238,2.965517241,3.754032258
Joe's Philly Steak & More (8018 N 19th Ave),3.357142857,3,3.25,3.071428571,3.885714286
Prime (3600 S Las Vegas Blvd),4.21471173,3.584821429,3.935546875,3.085365854,4.15106383
Hibachi Japan Steak House (1803 Front St),2.736842105,2.25,2.5,1.833333333,3.013888889
Rokerij (6335 N 16th St),3.859756098,3.425925926,3.982758621,3.143518519,4.168965517
Le Steak Frites (200 Boulevard Saint-Laurent),3.8,4.166666667,3.833333333,2.8,2.625
"Outback Steakhouse (3785 Las Vegas Blvd S, Fl 4)",3.710144928,2.9375,3.277777778,3.075,3.317460317
Mr. Lucky's 24-7 (4455 Paradise Rd),2.737288136,2.773109244,3.383587786,2.99197861,2.932150313
Applebee's Grill + Bar (2121 N Prospect),1.65625,1.944444444,2,2.25,1.5
Applebee's Neighborhood Grill & Bar (8710 S Tryon St),1.833333333,1.625,1.714285714,0,2.547619048
Moxie's Grill & Bar (17390 Yonge St),3.909090909,2.4,3.333333333,2.5,3.666666667
Angá (3425A Rue Saint-Denis),4,0,0,0,3.666666667
Center Cut Steakhouse (3555 Las Vegas Blvd S),2.926470588,3.220588235,3.325396825,2.272727273,2.630252101
Saga Hibachi Steakhouse & Sushi Bar (301 S Hills Village Mall),3.018518519,3.05,2.547619048,2.7,2.963414634
Kelly's Prime Steak & Seafood (3900 S Paradise Rd),2.84375,2.214285714,2.5,1.875,2.54
Cannon's Chop House (1900 Main St),3.723684211,2.6,2.944444444,2.5,2.95
Jekyll's Kitchen (17 River St),3.139534884,3.481818182,3.830645161,3.22,3.929245283
Buffalo Chip Saloon & Steakhouse (6823 E Cave Creek Rd),3.063380282,2.927777778,3.825892857,3.148148148,3.162303665
Steak Supreme (4033 Gordon Baker Road),3.333333333,2.9,2.7,2,2.416666667
Arizona Grand Resort & Spa (8000 Arizona Grand Pkwy),3.254901961,2.689655172,3.292682927,2.392857143,2.734463277
Mastro's City Hall (6991 E Camelback Rd),4.404713115,4.106164384,4.287769784,3.147321429,4.307608696
Sizzler (10460 N 28th Dr),2.769230769,3.5,2.333333333,3.5,2.825
VooDoo Steakhouse (3700 W Flamingo Road),3.601796407,3.708955224,3.222891566,2.671052632,3.846590909
Eddie V's Prime Seafood (15323 N Scottsdale Rd),4.357142857,4.326923077,4.251633987,3.254237288,4.381294964
Hyakumi Japanese Restaurant & Sushi Bar (3570 Las Vegas Blvd S),4.5,0,2.5,3.5,4
Sonny's Steakhouse (4550 E Cactus Rd),3,0,1.5,3.5,2.75
Hy's Steakhouse & Cocktail Bar (120 Adelaide Street W),3.871428571,3.21875,3.75,2.814814815,3.528846154
"Brazz Carvery & Brazilian Steakhouse (500 S College St, Ste 150)",3.694915254,2.846153846,3.630952381,3.043478261,3.746478873
"Montana's BBQ & Bar (4916 130 Ave Se, Unit 400)",2.75,2.2,3.5,4.5,3.176470588
The Cabin of Willowick (28810 Lakeshore Blvd),3.575,2.666666667,4.307692308,3.029411765,3.867647059
Houston (1739 Avenue Pierre-Peladeau),3.277777778,3.5,3.833333333,2.1,2.363636364
Toko Japanese Steak House (1619 State Rt 303),4.461538462,4.714285714,4.261904762,3.5,4.284482759
Day & Night Firewood Steakhouse (2 Fenton Rd),2.742857143,3.5,2.217391304,2.558823529,3.083333333
Houston Avenue Bar & Grill (2042 Rue Peel),2.833333333,3.666666667,1,4,3.25
"L'Aurochs (9395 Boulevard Leduc, Suite 5)",3.5,3,5,2.2,2.7
Aristotle's Steak & Seafood (6905 Millcreek Drive),3.954545455,3,2.666666667,3.5,3.863636364
Tony Roma's (3010 23rd Street NE),2.708333333,3.5,2.777777778,3.111111111,2.9375
Lone Star Steakhouse & Saloon (10004 N 26th Dr),3.25,3,2.833333333,0,3.5
Canyon Creek (1900 The Queensway),3.454545455,3.142857143,3.590909091,2.5,3.28125
Tony Roma's (620 E Sahara Ave),2.571428571,2.666666667,3.125,2.833333333,2.375
"Preston's Steakhouse (8700 E Pinnacle Peak Rd, Ste 115)",4.262626263,4.25,3.136363636,3.62195122,4.320754717
Outback Steakhouse (6950 Ridge Rd),2.5,2.5,2.636363636,2.4,2.791666667
Barbies (1343 Michèle-Bohec),0,0,4,0,4.5
"Dickens Cafe (9425 Leslie St, Unit 6-7)",3.18,3.111111111,3.058823529,3.105263158,3.722222222
Roy's Restaurant (620 E Flamingo Rd),4.40625,4.321917808,4.351351351,3.7265625,4.30866426
BLT Steak (3645 Las Vegas Blvd S),3.940789474,3.84939759,3.63,3.140625,4.241007194
Coal Hill Steakhouse at Grandview Saloon (1212 Grandview Ave),1.607142857,2.142857143,2.090909091,1.5,2.12
The Horny Toad (6738 E Cave Creek Rd),3.016666667,2.555555556,3.657534247,2.277777778,3.264957265
Fiesta Henderson (777 W Lake Mead Pkwy),2.467213115,2.972222222,2.305882353,2.598039216,3.086956522
"Steaks R US (2740 S Alma School Rd, Ste 5)",0,0,3.5,0,0
"Rock & Vine Bar and Grill (8900 E Pinnacle Peak Rd, Ste B1)",3.555555556,1.833333333,3.75,2.166666667,3.53125
Lakeside (3131 Las Vegas Blvd S),3.576555024,3.860655738,3.921487603,2.756410256,3.835907336
Legends Steak (860 North Riverview),3.5,2,2.25,3,3.25
L'Gros Luxe Mile End (150 Rue Bernard O),3.527777778,4,3.5,3.34375,3.323529412
"BOA Steakhouse (The Forum Shops At Caesars, 3500 Las Vegas Blvd S)",4.218085106,4.401785714,4.390909091,3.294117647,4.224719101
Applebee's Grill + Bar (508 Howe Ave),3.2,1.928571429,2.5,2.5,2.233333333
The Keg Steakhouse + Bar - Oakville (300 Hays Blvd),3.041666667,2.916666667,3.111111111,3.5,3.617647059
Ranchman's Cookhouse & Dancehall (9615 Macleod Trail SW),1,2.5,2.714285714,2.5,3
Montana Mike's (1601 N Cunningham Ave),3,1.5,3.214285714,3.166666667,2
Medium Rare (5241 Dundas Street W),3.3,0,3.125,1.5,4
Vertigo (3305 Avenue des Grandes Tourelles),2.5,4,1,2.5,1
"Steak Escape East Towne Mall (213 East Towne Mall, FC4)",5,0,0,0,0
"Chick Fiesta (699 Markham Road, Unit 1)",3.227272727,0,3.928571429,3.318181818,4.321428571
Montana's BBQ & Bar (9065 Airport Rd),2.382352941,2.2,3.166666667,2.5,3.294117647
Ruths Chris Steak House (6 PPG Pl),3.89516129,4.19047619,4.076923077,3.357142857,4.236363636
Full Of Bull Famous Roast Beef (534 State St),3.5,2.3,2.8,1.875,3.052631579
Sumo Japanese Steakhouse & Sushi Bar (1745 Parkside Dr),3.085714286,3.53125,3.148648649,3.06,3.087719298
Bolero (6920 MacLeod Trail S),3.306451613,3.75,3.470588235,3.178571429,3.897058824
Baldwins Steakhouse & Bar (124 Wellington Street E),3.666666667,2.875,3,0,3.416666667
Applebee's Grill + Bar (3440 William Penn Hwy),2.318181818,2.2,2.545454545,2.25,2.1875
The Carmel Room (221 N Rampart Blvd),3.528571429,2.9,3,2.3,3.720588235
Klondike (100 Rue Sainte-Anne),2.538461538,2.75,1.75,3,2.545454545
Tony Roma's (2040 N Rainbow Blvd),2.583333333,3.125,3.285714286,2.4,2.607142857
Applebee's Grill + Bar (4800 Ridge Rd - RPS),3.166666667,2.875,3,4,3.692307692
"Outback Steakhouse (7000 E Mayo Blvd, Ste 24)",2.740384615,2.933333333,2.826086957,2.75,2.770491803
Da Silva (926 Rue Sainte-Catherine Est),2.96875,2,3.25,4,3.055555556
Donatos Fox Chapel (46 Fox Chapel Rd),3.321428571,3.428571429,3.28125,2.527777778,3.348484848
Morels French Steakhouse & Bistro (3325 Las Vegas Blvd S),3.170886076,3.042105263,3.756830601,2.594262295,3.191616766
The Guild (200 8 Avenue SW),2.743243243,2.869565217,2.866666667,2.636363636,2.574468085
Barbies (1175 chemin du Tremblay),3,0,4,0,4
The Rib House Restaurant (1239 Woodbine Avenue),3,3.5,3.5,4,4
Twist by Pierre Gagnaire (3752 Las Vegas Blvd S),4.391891892,4.769230769,4.5,3.15,4.477272727
Oceana Seafood Steakhouse & Bar (101 - 7th Street SW),2.875,3,2.357142857,1.666666667,3.6
Applebee's Grill + Bar (1635 W Craig Rd),3.466216216,3.224137931,2.815789474,2.722222222,3.14673913
Outback Steakhouse (8507 Concord Mills Blvd),3.393939394,3.416666667,2.775862069,3,3.325581395
The Keg Steakhouse + Bar - Macleod Trail (7104 Macleod Trail Sth.),3.692307692,4.25,3.904761905,2.555555556,3.770833333
"Trophy's Steakhouse (7215 S Power Rd, Ste 107)",2.706896552,2.666666667,3.285714286,2.416666667,2.554054054
Outback Steakhouse (14225 W Grand Ave),3.271929825,3.175,2.365853659,1.95,3.23943662
Moxie's Grill & Bar (55 Reading Court),3.28125,4.045454545,2.823529412,2.115384615,3.846153846
"Prime (Windsor Arms Hotel, 18 St Thomas St)",3.346153846,4,3.05,2.583333333,3.4375
The Miller Tavern (31 Bay Street),2.955882353,3.5,2.818181818,2.4375,2.422222222
Hyde Park Prime Steakhouse (123 W Prospect Ave),4.532258065,4.555555556,4.59375,3.5,3.816666667
Moishe's Steakhouse (3961 Boulevard St-Laurent),3.879310345,4.184210526,4.221311475,3.2375,3.66875
Desert Dave's (13407 N La Montana Dr),3.307692308,3.5,3.375,2.722222222,3.785714286
Le Biftheque (6705 De La Cote-De-Liesse Ch),2.928571429,1.625,2.944444444,2.833333333,3.227272727
Montana's BBQ & Bar (5031 Hurontario St),2.166666667,1.7,2.2,2.75,2.176470588
"Ace Of Steaks (5825 W Sahara Ave, Ste M)",4.5625,0,3.9375,3.0625,4.529411765
Reata Pass Steakhouse (27500 N Alma School Pkwy),2.75,0,2.75,3.5,2.5
Stakeout Dining Room & Lounge (5402 Main Street),4.346153846,0,3.375,3.416666667,3.863636364
T-Bones Chophouse (11011 W Charleston Blvd),3.994071146,3.661458333,3.03968254,2.975,3.93442623
"Dressler's - Charlotte (1100-E Metropolitan Ave, Ste 125-E)",4.476470588,3.90625,4.440909091,3.313953488,4.328282828
Ranch House (5614 Wilkinson Blvd),3.5,0,3.4,2.75,3.5
Saltlik Calgary (101 8 Avenue SW),3.942857143,3.675,3.95,2.708333333,3.96031746
Outback Steakhouse (8250 Macedonia Commons Blvd),2.068181818,1.576923077,2.131578947,2.25,1.859375
Marvelous Asian Cuisine (15440 Bayview Avenue),4.2,3.875,4,3.071428571,3.388888889
Table 31 (130 Landings Dr),4.026315789,3.916666667,4.1,3.5,3.84375
Rodizio Grill - Mesa (1840 S Val Vista Dr),3.19205298,3.146341463,3.685185185,3.422413793,4.134146341
Applebee's Grill + Bar (6259 E Southern Ave),2.705882353,3.40625,2.340909091,2.5,2.659574468
Rio 40 Restaurant (1256 Saint Clair Avenue W),4.204545455,3.9375,4.4,3.722222222,4.265625
Beef 'N Bottle (4538 S Blvd),3.904580153,3.75,3.463414634,2.9,3.613095238
"Bâton Rouge (163 Quarry Park Boulevard SE, Unit 1200)",1.916666667,1.5,2.5,2.5,3
"The Keg Steakhouse & Bar (4600-130 Avenue SE, Ste 100)",4.315789474,4.611111111,3.733333333,3.5,4.8
Rodizio Grill (5989 Canal Rd),2.307692308,1.571428571,2.555555556,2.8,2.294117647
"Yolie's Brazilian Steak House (3900 Paradise Rd, Ste Z)",2.84,2.25,3.25,2.961538462,2.672727273
"Ruth's Chris Steak House (3900 Paradise Rd, Ste 121)",3.257575758,3.583333333,3.708333333,2.071428571,3.767857143
"Bogey's Steak & Seafood (Las Sendas Golf Club, 7555 E Eagle Crest Dr)",4,0,2.666666667,2,3.6
Bratenahl Place Bistro (One Bratenahl Pl),4.375,4.833333333,4.416666667,1.5,4
Les Sottises (1777 Rue du Centre),3.833333333,5,5,4.5,4.166666667
Beer Park (3655 S Las Vegas Blvd),2.942528736,3.858895706,3.637795276,3,3.976833977
Mantini's Woodfired (1209 E Carson St),2.611111111,3.5,3.571428571,1.875,2.3
Outback Steakhouse (7380 Las Vegas Blvd S),3.373376623,3.684210526,3.131578947,3.0125,3.834507042
LongHorn Steakhouse (2475 N 75th Ave),3.798076923,2.884615385,3.609756098,3.416666667,3.867924528
Pittsburgh Chop House (5305 Campbells Run Rd),4.5,3.5,2.5,2.5,4.5
Lakeside Grill Estrella (17665 W Elliot Rd),4.5,5,5,5,5
Bâton Rouge Steakhouse & Bar (218 Yonge Street),2.418367347,3.205882353,2.203125,2.5,2.778688525
Johnny Delmonico's Steakhouse (130 S Pinckney St),3.822033898,3.520833333,3.590909091,3.037037037,3.424528302
Lanning's Restaurant (826 N Cleveland Massillon Rd),4.137931034,3.666666667,3.184210526,3.25,3.54
"Ah-So Sushi & Steak (16610 N 75th Ave, Ste 104)",3.0390625,2.66,2.490384615,2.722222222,2.447916667
Mulligans Pub and Grill (38244 Colorado Ave),3.666666667,2.944444444,2.833333333,3.681818182,3.115384615
Mastro's Ocean Club (3720 S Las Vegas Blvd),4.530940594,4.439534884,4.390160183,3.477124183,4.493464052
"Charley's Steakery (Square One Shopping Center, 100 City Centre Drive)",0,2,2,2.5,3
Riverbleu Steak & Fish (14142 Rivergate Pkwy),3.636363636,3.52173913,3.192307692,2.5625,2.933333333
Dragonfly Lounge (1865 W 25th St),4.076923077,4.176470588,4.033333333,2.9375,4
Blackstone Steakhouse and Grill (6415 Erin Mills Pkwy),4.407407407,2.916666667,4.147058824,4.055555556,4.1875
Pauls Pizza Steakhouse & Lounge (528 2nd Avenue SE),3.85,4,3.928571429,2.875,3.866666667
Fire + Spice (1600 S 52st St),3.3,2.428571429,3.454545455,3.555555556,2.87037037
Outback Steakhouse (1950 N Rainbow Blvd),3.524752475,2.661290323,2.605263158,2.625,3.379310345
Bâton Rouge Steakhouse & Bar (7999 Boulevard des Galeries d'Anjou),3.933333333,2.875,2.5,1,2.9
Quaker Steak & Lube (7834 Reynolds Rd),3.272727273,3.409090909,3.318181818,3.055555556,3.326086957
Don & Charlie's (7501 E Camelback Rd),4.255597015,3.845588235,4.057603687,2.955882353,4.210810811
Logan's Roadhouse (2649 S Market St),2.981481481,3.023809524,2.756097561,3.0625,2.69047619
"Shula's Steak House (5040 West Wild Horse Pass Blvd, Wild Horse Pass Hotel & Casino)",2.959349593,3.042857143,3.393939394,2.608108108,3.228571429
Watertower Chop House (109 W Main St),3.339285714,2.066666667,2.75,2.818181818,2.442307692
Pink Pony (3831 N Scottsdale Rd),3.275862069,3.391304348,3.519607843,3.018518519,3.194174757
Hyde Park Prime Steakhouse (21 Main St),4.166666667,3.9,4.04,3.722222222,3.703703704
Cornerstone (4000 W Flamingo Rd),3.840909091,4.28,3.818181818,3.267857143,3.909090909
Moxie's Grill & Bar (8001 11 St SE),3,2.5,2.1,3.5,2.916666667
Houston Avenue Bar & Grill (33 Yonge Street),2.575757576,3.071428571,3.147058824,2.666666667,2.921875
Japanese Village (317 10 Avenue SW),2.613636364,2.75,3.405405405,2.958333333,3.758064516
Fleming's Prime Steakhouse & Wine Bar (750 N Midvale Blvd),3.284722222,3.704545455,3.341463415,2.522727273,3.063492063
Senior's Steak House (1397 Yonge Street),0,0,0,3.5,0
The Keg Steakhouse + Bar - Laval (3035 Boulevard Le Carrefour),4.277777778,3.5,3.3,3,4
The Keg Steakhouse + Bar (2240 E Williams Field Rd),4.222772277,3.907692308,3.979166667,2.645833333,3.876744186
Canyon Creek (430 Progress Avenue),3.39,2.777777778,3.378378378,2.891304348,3.581395349
"Gyubee Japanese BBQ - Markham (7100 Woodbine Avenue, Unit 100)",3.929447853,4,3.003246753,2.97260274,3.793478261
Dover Pizza & Steak House (5268 Memorial Dr NE),0,0,5,0,4.5
Reserve Inn (30 W Streetsboro St),4,0,4,0,5
Madisons N Y Bar & Grill (11590 Boul De Salaberry),3.291666667,3.166666667,2.5,2.625,3.75
Pinot Brasserie (3355 Las Vegas Blvd),3.18902439,3.25,4.2125,2.706896552,3.411392405
"Don B's Steakhouse (Fitzgerald's Casino, 301 Fremont St)",4.666666667,4.75,3.666666667,4.5,3.833333333
"DragonFire Steakhouse (Galleria Mall, 1500 Washington Rd)",2.3125,1.666666667,1.6,2,2.131578947
Fogo de Chão Brazilian Steakhouse (360 E Flamingo Rd),4.518272425,4.421768707,3.893518519,3.429487179,4.52975048
Nakato (8500 Pineville Matthews Rd),3.6,4.166666667,3.725806452,2.807692308,3.848684211
Kincaid's Classic American Dining (2 S 3rd St),3.548192771,3.307692308,3.306122449,2.583333333,3.4625
Outback Steakhouse (25 McMurray Rd),3.5,3.4,2.804347826,2.666666667,2.866666667
Center Stage Restaurant (1 S Main St),5,0,4,0,4
LongHorn Steakhouse (8115 Old Mallard Creek Rd),3.866666667,3.625,2.613636364,2.714285714,3.210526316
Ruth's Chris Steak House (6000 Fairview Rd),4.480263158,4.204545455,4.089285714,3.02173913,4.4
"Moxie's Grill & Bar (1800 Sheppard Ave E, 2044)",3.088235294,3.659090909,2.76744186,2.6875,3.276315789
The Black Iron Grille (7291 State Rte 43),3.62,3.214285714,3.666666667,3.363636364,3.014705882
Bull & Barrister Draft House and Grille (3615 Mount Holly-Huntersville Rd),1.825,2.4,2.166666667,1.166666667,2.239130435
"Pepper Walk (5955 Latimer Drive, Unit 7)",3.534482759,3.4,2.6875,2.972222222,3.466666667
Cowgirls Bar & Grill (1733 N Dysart Rd),1,1.833333333,1.5,1,1.1
The Old Fashioned (23 N Pinckney St),4.076837416,4.213216958,4.293877551,3.704741379,4.265294118
The Keg Steakhouse + Bar - Yonge + Eglinton (2201 Yonge St),3.527272727,3,3.807692308,2.807692308,3.882978723
Outback Steakhouse (501 N New Hope Rd),2.411764706,2.909090909,2.441176471,2,2.6
Red Rocks Cafe- Charlotte (4223-8 Providence Rd),3.807692308,3.708333333,3.767241379,3.479166667,3.854651163
Outback Steakhouse (4715 E Cactus Rd),3.240963855,3.269230769,2.87,2.815789474,2.994382022
Steak ’n Shake (17325 Loraine Ave),2.09375,1.3,1.888888889,4,2.36
CUT by Wolfgang Puck (3325 S Las Vegas Blvd),4.31416957,4.159624413,4.272040302,3.225524476,4.240432612
Gabriel's Restaurant Bar & Grill (6501 Mississauga Road),4.681818182,4,4.666666667,3.75,4.321428571
Bill Johnson's Big Apple Restaurants (2906 W Fairmount Ave),3.5,0,2.5,2.75,3.5
Dessy B's Steak House (4901 S Eastern Ave),3.935714286,3.192307692,3.202702703,3.409090909,3.955696203
Chillfire Bar & Grill (121-A Cross Center Dr),3.458762887,4.064516129,3.836363636,3.032258065,3.959090909
Madrina Italian Steakhouse and Lounge (3735 Rundlehorn Way NE),0,3.5,0,0,2
